id,dep_delayed_15min
0,0.01200640729682867
1,0.05651280878812841
2,0.031181917727622705
3,0.17258330356253587
4,0.19866765884665863
5,0.0734747208593029
6,0.05456900374676707
7,0.2711366522030418
8,0.13215259233443072
9,0.3122606073834943
10,0.29176767760827177
11,0.21207627755534517
12,0.14576980668613787
13,0.11671259036259878
14,0.03682517247087646
15,0.18480345314424526
16,0.07633008204497503
17,0.23561384552708842
18,0.5781891694239284
19,0.014
20,0.1584297946131897
21,0.05441398941008528
22,0.30644874722757226
23,0.19064204864012718
24,0.2909609264970892
25,0.23955141909678127
26,0.004
27,0.06895936228799465
28,0.24099303393099114
29,0.12425383725054095
30,0.1035349266335727
31,0.2839844986782145
32,0.20771502497014818
33,0.27138798529947267
34,0.40836069580572903
35,0.1659263999634614
36,0.2704511786758414
37,0.09846948495588198
38,0.17135449498224015
39,0.1736218184501898
40,0.27156457084508423
41,0.20875217281310693
42,0.1721912003412236
43,0.19626619253007518
44,0.10979542863530709
45,0.430277430900774
46,0.0
47,0.20793498535630547
48,0.3498036340022803
49,0.12770922585691605
50,0.36756729689508827
51,0.046947766178093105
52,0.18677931648392465
53,0.34520964579445396
54,0.19491886053276503
55,0.0911615737670097
56,0.2610858522607429
57,0.2999050641466156
58,0.04168347454965892
59,0.2368048782328472
60,0.15113321471176047
61,0.3017062000831806
62,0.1675353171241664
63,0.2835764520674654
64,0.1829470441063936
65,0.1626772465956138
66,0.003454736761987018
67,0.06301967393074553
68,0.1228701691537702
69,0.23270164047409636
70,0.008589595594928098
71,0.21984870016141173
72,0.32634297931242834
73,0.26637294562690994
74,0.3844784816963536
75,0.20067194066173002
76,0.21390355097403316
77,0.1236572745090215
78,0.14687304232034046
79,0.24967255892839801
80,0.24173368436985196
81,0.21981325526665085
82,0.10878806478240284
83,0.28915194775450953
84,0.18404107805445757
85,0.01
86,0.05682359026611095
87,0.2327446176171965
88,0.264583494633463
89,0.16328372233897093
90,0.18268813820090665
91,0.259594662927761
92,0.12774225968568137
93,0.11950261625926713
94,0.23497088298098853
95,0.18042440542257845
96,0.45140239824093137
97,0.212
98,0.167771784797674
99,0.2575998352475846
100,0.26451448036026093
101,0.28064561084855166
102,0.07173247309656197
103,0.34684586927961714
104,0.014
105,0.35502561124906795
106,0.3323167713940269
107,0.0618484087732678
108,0.11159457885533007
109,0.20576452004706855
110,0.2561607641629478
111,0.24468821530343993
112,0.6230981471481628
113,0.047777580981005034
114,0.04976743293106253
115,0.23979118931660764
116,0.14547510011211887
117,0.4021577140055894
118,0.06561741240794537
119,0.12022775807635219
120,0.4485878433153499
121,0.22658128542550166
122,0.1926439828112909
123,0.14859841675167207
124,0.2491964189959209
125,0.08295596375792764
126,0.1223536118947039
127,0.07459281610011768
128,0.12911957400063176
129,0.624243840366199
130,0.3689842195397664
131,0.23906971492224752
132,0.022613145366498805
133,0.16581709960569307
134,0.054238872706272714
135,0.2927889368883283
136,0.3682264938136104
137,0.28133786110349446
138,0.03156904853255658
139,0.041142518300784886
140,0.302936605860846
141,0.1529566397557174
142,0.262942735509669
143,0.3675470808282946
144,0.3149536425035463
145,0.1818696713831754
146,0.19115106211134744
147,0.19921815703451712
148,0.1330351234202389
149,0.4937740934857434
150,0.4772048120643197
151,0.2684743446240964
152,0.06274044642495538
153,0.13903381579185203
154,0.14626411445277754
155,0.07124817780601321
156,0.30693303520736187
157,0.2199696449716378
158,0.34685131115439816
159,0.09158455069717471
160,0.09741489846712574
161,0.41229480693400544
162,0.9191437690488978
163,0.08566746363826401
164,0.14493214962675638
165,0.17882709445342745
166,0.0931306865179989
167,0.172
168,0.12427526030244339
169,0.38518095217958753
170,0.2033672850900624
171,0.12929546419068305
172,0.08852504075908843
173,0.24292263722055576
174,0.3288949230120571
175,0.24947142175642995
176,0.19474336977938247
177,0.014816717977066848
178,0.1927052822243695
179,0.20308310767961532
180,0.02935696283712589
181,0.1987599024973862
182,0.3632528706229854
183,0.3062093360584549
184,0.2307707543698996
185,0.3225754460638318
186,0.2954950852467798
187,0.28309756445573786
188,0.2626810351840551
189,0.2515149248388486
190,0.27178271422255396
191,0.2706042643274695
192,0.19770497238256227
193,0.26543572542965715
194,0.15163944154149536
195,0.33867899161563586
196,0.2230797574230027
197,0.09509744810439404
198,0.25140046784879116
199,0.31394561134498095
200,0.15316330257835778
201,0.20925475052021392
202,0.3370027369671454
203,0.0430716675484307
204,0.002
205,0.20699776423348806
206,0.7076444429173437
207,0.002
208,0.1586787796594723
209,0.18017278054878336
210,0.013520088928563979
211,0.17584604217713662
212,0.22207961832241507
213,0.3424457929713504
214,0.1963079983653105
215,0.11560834477130849
216,0.11587809766867285
217,0.12905666548711217
218,0.26146455939850033
219,0.23679596496937827
220,0.11000760423175848
221,0.3848725550120108
222,0.18205797101449275
223,0.0889795193099694
224,0.2556989319652063
225,0.10691728237471994
226,0.5221182353371723
