url,favs_lognorm
https://habrahabr.ru/post/314080/,0.3882627405977075
https://habrahabr.ru/company/plesk/blog/313732/,-0.5696011252864266
https://habrahabr.ru/company/etagi/blog/314000/,0.7030045302031137
https://habrahabr.ru/company/knopka/blog/314030/,0.4962280135965452
https://geektimes.ru/company/audiomania/blog/282058/,1.0736301347398025
https://habrahabr.ru/company/pechkin/blog/314066/,0.6838982377029622
https://habrahabr.ru/company/first/blog/314106/,0.46947788361035414
https://habrahabr.ru/company/vasexperts/blog/313558/,0.25018561754225543
https://habrahabr.ru/post/314108/,1.863432550754059
https://habrahabr.ru/company/cbs/blog/313830/,-0.01842736298051527
https://habrahabr.ru/company/jugru/blog/313908/,-0.009354271977203343
https://habrahabr.ru/post/314110/,0.3908063438076823
https://habrahabr.ru/company/pt/blog/314112/,0.02295902753814711
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.059026348488353045
https://habrahabr.ru/post/314114/,0.7476938221345011
https://habrahabr.ru/post/314118/,0.9683856785762839
https://habrahabr.ru/post/314122/,0.5463344008954708
https://geektimes.ru/company/dadget/blog/281786/,0.059023547569894766
https://habrahabr.ru/company/kickidler/blog/314042/,0.015456848885181236
https://habrahabr.ru/company/it-grad/blog/312042/,-0.28313023020981287
https://habrahabr.ru/company/1cloud/blog/314022/,0.18819285605398084
https://habrahabr.ru/post/314126/,-0.818336029411021
https://habrahabr.ru/post/313966/,0.2933270336370037
https://habrahabr.ru/company/piter/blog/314120/,0.46007710583493294
https://geektimes.ru/post/282094/,0.2375905984163782
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.2332602037059997
https://habrahabr.ru/company/ru_mts/blog/314134/,0.28968000903875635
https://habrahabr.ru/post/314028/,0.6162846014212238
https://habrahabr.ru/post/314136/,0.13358363201602425
https://habrahabr.ru/post/313904/,0.6199329011179133
https://habrahabr.ru/post/314140/,0.5451773648205688
https://habrahabr.ru/company/acronis/blog/309688/,-0.1394096395798844
https://geektimes.ru/post/282096/,-0.4932120770547654
https://habrahabr.ru/post/314142/,0.009548685701155281
https://habrahabr.ru/company/ivideon/blog/314138/,0.4471983785485388
https://geektimes.ru/post/282104/,0.23779208158380022
https://geektimes.ru/post/282102/,-0.17225084155304526
https://geektimes.ru/post/282016/,0.20042915372560738
https://geektimes.ru/company/piter/blog/282106/,0.22847033184483334
https://habrahabr.ru/post/314150/,0.23869089158914752
https://habrahabr.ru/company/mailru/blog/313880/,1.203747921216178
https://geektimes.ru/company/comfortway/blog/282108/,-0.11942895704316246
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.10351078088334979
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.27797660782880595
https://habrahabr.ru/company/npl/blog/314160/,0.09934205180279881
https://habrahabr.ru/company/edison/blog/314094/,-0.19091933595351157
https://geektimes.ru/post/282112/,-0.45375985216732234
https://habrahabr.ru/company/ruvds/blog/314166/,0.3871216134071235
https://geektimes.ru/company/gearbest/blog/282114/,0.08331775914949782
https://habrahabr.ru/post/314172/,0.5835693794978433
https://geektimes.ru/post/282116/,0.4376401964074015
https://geektimes.ru/company/intel/blog/282026/,0.15492982961684315
https://habrahabr.ru/post/313776/,1.4898907269055057
https://habrahabr.ru/post/314174/,0.7475017185973766
https://geektimes.ru/post/282118/,0.7698386975737614
https://geektimes.ru/post/282122/,0.5899563517715989
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.11490509987936841
https://habrahabr.ru/post/314180/,0.5181013883155576
https://geektimes.ru/post/282446/,0.17639725621946345
https://habrahabr.ru/post/314184/,1.0180614020170757
https://habrahabr.ru/post/313954/,-1.0127209494046534
https://habrahabr.ru/post/314186/,0.8718771527756184
https://geektimes.ru/post/282124/,-0.6876351618796318
https://habrahabr.ru/post/314190/,-0.8544510632510155
https://geektimes.ru/company/madrobots/blog/282126/,0.6454501856202218
https://habrahabr.ru/post/314188/,-0.09630911288744497
https://geektimes.ru/post/282128/,0.4714034903616362
https://habrahabr.ru/post/314194/,0.515570801229306
